,text,sentiment
1422115,Just saw Star Trek again. It was even better the second time! New Kirk is way better than old Kirk ,positive
739069,@taylorholm i'm so jealous. I'm headed to church and i have to read. ,negative
53587,- I've mopped myself into a corner. ,negative
653148,@jessecashmoney ,negative
470077,Getting ready to go to work. Mondays are suckish. ,negative
430009,"sad i didn't get to go today. but seriously, everytime i cough it hurts my lungs ",negative
511233,Im sick 2day &lt;3 its so boring her at home ,negative
1344770,@erik_isaksen cus i couldnt think of any names  so i used it but thats the only name i used i mean ONLY!,positive
1344636,@Gauravonomics It was great reading your interview. Looking forward to catch up soon. ,positive
1524487,Finally! Soon we won't have to explain that we use &quot;Sharepoint&quot; and &quot;MOSS&quot; interchangeably!  http://bit.ly/3tJXqu (via @dileno),positive
1519647,@KerryInHolland  Nice canteen!!  It's because we are awesome! ,positive
1420335,@EgyptoKnuckles You're welcome ,positive
211278,@nathaliecon I want to go - but I'm in the wrong state ,negative
598186,has to spend/come up with $800 by the 30th for college this summer ,negative
50065,bout to upload Saturdays vid  ...btw it sucks... ,negative
446467,@cav23 cause I love my city. I won't be here in 2 months ,negative
1474224,ended up having a wonderful day ,positive
380772,"By the way, we did manage to go on holiday in Venice. The kids were still ill  It's a beautiful place but easy to get sea-sick in...",negative
1292045,"@joniVanBogaert  this book: http://bit.ly/dHsto, and also obj C and iphone dev of the same serie  happy reading",positive
86922, just plain sad,negative
249806,Last.fm is down. ,negative
1495388,just arrived in Chicago! leaving for France on Tuesday! ,positive
1366702,@DireStraitsFTW Collar bone fetishes are completely normal. ,positive
1225759,is looking forward to seeing some blasts from the past tonight!! ,positive
954334,Home...Bored...Cant wait 2 go 2 dadz house iin 3 hrs  Yay !! lLol !!,positive
192772,@GIOVANNIthaKING lol awe  boooo! That sucks! This is intense no joke!,negative
1406641,just home from climbing marble mountain! twas awesome   work 4 - 7 then staying at Victoria's ,positive
534862,Mii throat still feels weirddd ,negative
1146874,@YoGabbaGabbaa yeah me too LOL  ,positive
929037,I don't watch any American sport but I'm always proud when Boston wins!! And I've only been here 6 months lol ,positive
1266982,Bed time ,positive
171267,I think shopping solves the world's problems. If only I didn't have to leave Atlanta tomorrow ,negative
95627,Missed the last 15 min of lost due to the weather. ,negative
1426590,@awormus It's &lt;?php echo(&quot;Hello World&quot;); ?&gt; ,positive
102757,some one keeps getting texts o they so much more popular than me wagh  hate revision hate hate hate,negative
147813,Omg why is this weather so disgusting today???? Looks like I'm going to have to pull out the rainboots ,negative
676231,"Got done watching the grudge, now watching prom night. Grudge 2 was too scratched up to play ",negative
818752,@rawryness seen someone do that before  they wudnt let him in anywhere so he had to go home again haha,positive
610827,Just got a new iPhone screen as I had moisture under my other  wayy new screen wonder if it will be any better HD ftw haha,negative
1212331,listenin to eksi n herbsie tear up da mic on glorious summers day!!! shame i gotta work tho!! lol ,positive
1341385,HAHAHA. SPONGEBOB GUMMIES! ,positive
1128872,mmmmmm David Morrissey on C4 ,positive
250243,@rachfo me neither  xx,negative
8528,I want a DroboPro! But Drobo.com seems overloaded ,negative
1168110,waking up to Fairly Oddparents and Spongebob with lil Lauren ,positive
1176769,SO I woke up today in a ridiculous outfit.. ha. Going to get my new retro-looking bike! ,positive
1283117,is eating. Then I'll spend some time in school. ,positive
943202,@MenacedChemist Count how many people wearing hats. Or people with pens or pencils in their mouth.  ,positive
1297050,#goodsex the smell of the breakfast doesnt even wake u up so she has to wake u up w/ head ,positive
888545,@TweetDeck It even matches the colour scheme of my laptop  ,positive
255063,@tfick I know right. I look so ugly ,negative
1116262,i want to try indian food. ,positive
175730,@h011yw00d no  are you for sure going?,negative
766264,So excited for the FashionIndie Investors Benefit tom night...too bad I have already packed all my favorite clothes ,negative
393482,We Are Busy As Hell.....Somebody HELP Me! ,negative
517639,"searching for people I know, I'm alone in twitter ",negative
715480,"Took pain med, did dishes, cooked tacos, vision blurry from pain. Canceling rest of today's plans  @evil_cactus bathed Tumble for me &lt;3",negative
686928,today is JB First 2009 World Tour Concert! and im not gonna be there ,negative
1130214,http://twitpic.com/6ajuv just testing twitpic - no cause for alarm ,positive
788301,At work once again  miss my gf,negative
584341,"@ey3_candy Im in Jacksonville, FL. Its wack. ",negative
703319,Youtube coming Soon!!! &quot;Memoirs of a Silent Voice.&quot; A video journal of my struggles of the past ,negative
1592532,@CMTwitterhouse and Johnny Depp in certain roles  I've fallen in love with him several times ;-),positive
671977,#dontyouhate not being around the people you love/care about ,negative
1473330,@JohnnyBTruant she thinks her mother's hilarious? ,positive
1546968,About to watch &quot;The Patriot&quot; with sam and take a nap before our night out in hollywood ,positive
1013555,Boa... Twitter no Orkut! ,positive
493806,just saw the most amazingly shaped woman at the mall... thick women never make eye contact with me when i smile at them ,negative
1322553,"For me, it's goodnight  xo  P.S. Be sure to read Love Never Fails =D",positive
1238705,@OlmyT Nice songs. Happy ending n when you're gone are my personal favourites! ,positive
50559,@postsecret but that link just takes us back to the twitter homepage ,negative
1012489,"got to go home after 20 mins at work, at 6:20 am, had to walk, got sched for tmrw hooked up. goin back to sleep. today is so good already ",positive
901864,@Lauratheexpat very very cute  and fun to watch.,positive
1476192,"@morganlissette s'ok, because after Virginia is DC ",positive
259631,Great...I've managed to annihilate my smiling face from the twitterverse in my eagerness to upload a new pic &amp;  @twitter has no solution ,negative
177508,Boredom isnt any fun..Wish I had somebody to hang out with tonite.. ,negative
1185454,"OK, I'm done ppl, I will not reply to anymore bball digs...its taken up my entire day so far! Let me get back to fashion and beauty ",positive
1449276,"@murad8 lol, Google Chrome crashed my computer like twice in a row and I never open it since. ",positive
169112,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most. ,negative
1109419,"Just finished updating my myspace page, with pictures of my baby... he is such a cute kitten, he cries when he wants his mommy! ",positive
1263115,"@johnhunt Haha, just the kids.    Thanks!!",positive
1319498,I love Icecream on hot day ,positive
773178,@sarahudd Back at work.  Missin' the girls though.  ,negative
1355359,@asexiness seem like a lot of work! ,positive
1150473,"I guess I should update this more often now that I have a few 'followers.'  Hi, folks! ",positive
514977,My tongue hurts. ,negative
820866,"and wife are shopping at the Great Mall in Milpitas. Great prices for us, with the dollar still reasonably low for us... ",positive
1341011,@davidgarthe thanks a bunch ,positive
1282950,@Kidney_Research There's that meg ryan loving clown again ;) (@macmillan) - @macmillancancer is the right twitter name ,positive
51048,I'm having a lobster nose. I should have worn sunscreen when going out today. ,negative
222480,Hopefully I'm not getting sick. Bunch of ppl from work were sick last week. Now I'm getting a sore throat ,negative
738901,@sammi_kay don't think so babe. can't afford it ,negative
356284,"@lilfootsmommy Awe, I needed that. I â¥ you! And I miss you ",negative
926277,@abbyfleming hey your comments aren't working.....? Nice blog change....I think you may are beating me on frequent blog layout changes ,positive
1030966,gave myself a french manicure ,positive
19008,"at home, listening to jeezy...got the munchies ",negative
167876,#FF @AriesChild she is my Vegas buddy &amp; A Laker lover uuugh but I love her even though I'm all the way n Chicago ,negative
684827,What an odd show Oklahoma is! Think I need to see the film cos the stage show didn't fill me with glee! ,negative
272758,Is suprised by the looks of the First Airbus A330 crash in history ,negative
456451,@KatieRose393 i accidentally dropped my sisters ipod. down the stairs. she cried  so i tried giving her mine but she wouldnt take it.,negative
573875,"Great, our flight from Philly to NY just got delayed by 1 and a half hours. ",negative
638847,Wishing she was at The Cab concert tonight ,negative
235684,@wobblyb woi you! i hardly see you online nowadays! ,negative
532165,could use some tlc  not having a good time of it right now,negative
1402527,Hehehe... just kidding...my date was really actually a total bore..sorry to disappoint those of you who live vicariously through me... ,positive
1302973,@sheismargo anyone who says they are sure is lying. ,positive
800596,really hungry...so i grabbed some ice cream from the freeze. ,positive
642720,really needs to stop reading the pets' stories on petfinder  way too sad,negative
731715,I've been very emotionally distracted these past few days...huge apologize to everyone especially koko ,negative
1010949,"@GarethCliff Gareth, Durban is heavenly today.  ",positive
83397,"@guppies @flyingchicken12 @chanelflannel @beckstan hiii hope you all are still alive, isn't it sad that we have to mug still? ",negative
968509,needs to find something interesting to do that isn't researching her dissertation... least the mood's disappeared and s'all good now ,positive
424185,I have a pain in the heeeeaaaaadd ,negative
573414,"Work finished, now time for assignments  Boo hoo for me",negative
262692,Ugh I have a flat tire. ,negative
236115,I STILL can't believe it...why do I even attempt to watch sports; this one is almost as bad as 2005 Bengals first round exit. DAMNIT CAVS ,negative
362895,@writethevision No  Ella Curry (from BAN) was going to take some of her author's books to BEA but she fell ill from what I heard.,negative
1303431,Watching the Microsoft E3 press conference:  http://bit.ly/U5Xip   Modern Warfare 2 looks gooooood! ,positive
43468,@niboswald p.s I should have impossibly sprinted to Macq Centre the other day. Today was cancelled ,negative
1298478,"I miss playing Super Nintendo games. Hell yeah, I've always been a gamer. What? Who said that girls aren't into video games? ",positive
6924,@kvainas I like Jaques lu cont but linkie not working ,negative
388671,having the worst day. cheer me up ,negative
339057,I knew i should have gone a size 7 these new jeans are starting to stretch already  Boots are still cool though.,negative
482955,i miss my ipod. ,negative
456308,@CLOUT  I hate you.,negative
71115,Am still feeling poorly today. It's not fair ,negative
967923,"@Ashh__123 Ashwathy! Long time no speak, dear friend of mine. Lol! ",positive
643039,"Aww shucks, kernel update. There goes my uptime... ",negative
542906,@VioletKanian why you can't go?? ,negative
56273,@VincentHranica me too! ,negative
917160,@mrsrance congrats ya ran ,positive
820509,hi to all new followers ,positive
1477107,"@mtrench hey, you guys rock SO much! the new record is AMAZING!! do you guys think you'll be playing the u.k. sometime this year? ",positive
770207,feeling annoyed at myself! ,negative
983040,"@urbanfly no it held at the important times. Was wicked fun, tore up the dancefloor ",positive
1559424,found a Ritas! Lax in bumble fuck NY paid off  yay!!!,positive
423092,nervous of what is to come... time flies by too fast ,negative
1281248,@contexttravel I don't get into town until mid-afternoon tomorrow... There are other walks I'm curious about. We'll chat. ,positive
112901,"Love when my mom is here...she cooks &amp; cleans, its like being in High School.  she is leaving today!!!",negative
1368823,@crystalchappell We are all listening to the live podcast - wish you were with us ,positive
1345743,baru habis wedding photoshoot at usj  13..esk ke seremban plak ,positive
1437973,@Mimisnow white wine my dear!  ,positive
751781,Noone in class wants to talk to me cuz I have swine flu ,negative
1356602,"Buenas Tardes! It's a bright day, the sun is shinning ",positive
1287499,at home watching mtv movie awards ,positive
256611,@collylogic Send Bearface now! There's one in the bath room. It was in the bathtub and I thought I was safe until the fucker sprinted out ,negative
1044739,Grad night is amazing! The lines are moving and i told indiana jones I loved him. Now its onto thunder mnt ,positive
1024137,is getting ready and going to the pub with all my little gays (L) ,positive
388051,@thatgirlboo   I entered a competition for a download ticket. if I win you can have it x,negative
107545,Dallas tomorrow!! Work Monday   Spanish all of the above...,negative
847307,"@JayGee101 ahhh i wish i could but i dont think i will be in their good books,,taking my iphone though ",positive
1430917,Twitter as my witness. No more sweets. Of bad food. ,positive
1129548,"I turned my twitter back on.  On my way to San Antonio. Riverwalk tonight, Fiesta Texas tomorrow, and competition on monday. ",positive
1442951,makingggg a mash-up video from good ol' times. ,positive
1150409,@moryan Rewatching Angel is an idea. But a better idea: Rewatch Chuck on Chuck Me Mondays!  http://tinyurl.com/odagmf (I am promo whore),positive
1275119,"@annedovel Before I got the recovery drink, I couldn't believe Tony when he'd say he works out just to be able to drink it.  Now I do.  ",positive
1543256,burts bees burts bees burts bees! yeeee! ,positive
1573994,Goodmorning everyone! time to get to work. ,positive
742650,@avasamone You know what I find worse than having kids and not supporting them.... Going thru so many women u don't know you have them. ,negative
1326437,Good morning all... Getting ready to hit the ground running-Its raining again and 1 of my assistants wont be in till 12 ,positive
1212344,AH TWILIGHT WON YAY ,positive
1173618,"@granny7x This gets brought up about once a week in the Bonz forums, just trying to reach as many people as I can! ",positive
1454882,"since i was in a real bad mood last night n threw away my dinner, 2day I'm gonna go get another meatball sub and might as well try revive ",positive
1394324,I love free weekend parking ,positive
322394,@sanya29 and i'll have to look at them later  sadtimes i'm going out to revise!,negative
1219044,"Right,I have to go out now on my travel's,gonna go to wale's today to visit friend's who are already on holiday there,so L8R peep's ",positive
944588,@JF10 I donï¿½t now. Estoy usando Street View  en Maps y anda lindo ,positive
1349538,programming with smoking and slow dance by Qururi ,positive
224972,"you know, people are really scary, I might grow up to be a social recluse with the way things are going ",negative
1598540,@myfabolouslife goodmorning to u ,positive
385256,http://twitpic.com/6qktd - cleaning up my room. gonna start with folding my clothes ,negative
1223124,Dinner at grandma's house ,positive
1189048,"Grrrr!!!!! Stinking wig !!! not liking it, but make up by @paigeiam is fantabulous!!!! ",positive
1195441,@charleshamilton what guuuuuuuuu ,positive
841946,"@BrandiHeyy Your just waking up, I'm just going to bed. Hahaha  have fun!!",positive
1543838,"@chelseaelizabet I am located in Milwaukee, Wisconsin - land of beer and cheese! ",positive
688436,@supermhela that's okay neither do i  ,negative
952404,@ home watching american idol marathon. and i decide to give my hearth (full) for my KRIS. wat a crunchy smile ,positive
79756,@drewryanscott *gasp* you didn't do your daily pic today...I feel like I missed the sunshine ,negative
159387,Finally here. No Mickey. ,negative
312103,@tmmcwilliams yesh i was earlier today  but i'm good now..,negative
1372679,"I started to read Breaking Down, the last book of the Saga. Sleeping ",positive
1507810,"lol wel rly, im gettin used to it hahahaha. nd cmon, say ",positive
217148,@Mey_C ohhhh I miss you girL!! Please Donï¿½t dissapear... ,negative
144361,"@RiskyBusinessMB i so wish i could've gone last night, i live 2 hours away   maybe another PPP with more notice?",negative
220884,Detroit just scored.  ,negative
1168728,@valhallaLT your letter is done and ready to be sent ,positive
164465,The JBs love to keep secrets!  'Oooooh!',negative
263143,Y is this lady eating dry ass cornflakes this bitch better not be able to drink milk.. I think shes making fun of me.. No milk judy ,negative
1410123,http://twitpic.com/6r9j0 - Ice cream boat... Its one of those days when this makes me happy ,positive
17545,Honestly... Now I really really really miss CA. ,negative
658884,"I just can't deal with this anymore. I just want her to get better, and it breaks my heart when she cries about being in pain ",negative
323137,@LadyK211@the_lovely_me @moneyb69 I not too happy with the latest G1 updates. ,negative
300680,Going 2 bed....no kids but allergies r acting up ,negative
1237933,is today malware day or something?   I have dealt with 5 PC's now with this crud.   Argh..  I must be in hell.  ,positive
1095443,@TSSexyChanel not really lol I was invited to a pool party...u know Jaysia(alter ego) can't pass that up.... ,positive
564122,"br nyampe, demammm huhu ",negative
727737,Like how?? ,negative
59290,Is tiiired. Went to a techno party yesterday/this morning. And still need to summarize two chapters of art history. Today ,negative
1462072,"@hostageinqatar Great news, Phillipe! ",positive
24050,Sutton in a golf club aaaaah so bored ,negative
1469701,Watching The Soup ,positive
1196436,@ddlovato come back to Brazil with your new album! we miss you and i can't wait to hear it!   ,positive
1416307,"@BabygirlSoMajor that's gd, I ain't ur man but I like havin u around LOL ",positive
736060,@JDNX what are you having to eat? I'm soooooo hungry ,negative
692929,I feel let down. And if u dont understand why its even worse ,negative
820760,I'm liking how my hair looks today. ,positive
1337346,Good morning &quot;Hot Momma!&quot;  Enjoy your day! @TamaraSchilling,positive
508206,"woo internet back on. re exam today, not so 'woo' ",negative
361865,@oneluckyb  its not the same  ,negative
1525974,"why can't we memorise one of Manolo Chinato's poems???  ...oh yeah, that's Spanish... ",positive
986909,"@Puss_on_Heels The company you work for... the logo looks like pretzels, but in fact it IS an posthorn ",positive
1537349,@jayefucious All the best for your exams Pastor! Everything will be chicken to you! Including politics! HAHA ,positive
450885,Ugh somebody pleaseeee save me ,negative
573980,I think i am getting fat. ,negative
1501418,"There is no more fear, King Marco is here. ",positive
73943,"Damn, I thought i could smell something really nice cooking but it turned out to be the smell of passion fruit coming from the birds cage ",negative
485310,yayyy thunderstorm. where tf is @PoisonPrince ? ,negative
440613,I don't want to go home. But I can't always have it my way. Driving back to SA. ,negative
629134,Predicting Max and Ashley tonight to be cut   #soyouthinkyoucandance,negative
997065,"@chandlervdw I was going anyway, but now...can I smack you with a big PC tower?   #Ta5",positive
1000933,@Madey123 oh. I'm not exicted but I can't sleep all the same.  and now I'm tiiiiiiiiiiired!,positive
1549443,@myinspiredheart Aww thats so cute ,positive
786049,"spent all day cleaning my spa, crystal clear water BUT now the heater won't work ",negative
677476,@popthemusicdrug good morning!!! I am so not a drunkard  i think im a extra mild alcoholic.. :p,negative
191018,"@KhloeKardashian i'm glad everything went ok at the show, Khloe! i'm from italy and i couldn't call u  what the prefix numba 2 call there?",negative
698091,"and yes, I was glaring. Remind me not to go into Hallmark on Father's Day - made me sad and miss my Dad. ",negative
1304656,-- . My GMA trippin &amp;&amp; What not so I'm finna dip . Love You Neena &amp;&amp; Tri . I'm outtie like ANDRE 3000 ,positive
1283332,@angiiieee http://twitpic.com/6gf45 - ANGIE'S HOT  haa. im completely jealous of this PERFECT photo ,positive
1519590,@mahengunasekara must be going cheap ,positive
1076308,"I will be out at Englewood Beach all day tomorrow for my early birthday/going away to the U.K. party; all welcome, call me for directions ",positive
1217986,"I love &quot;Men Are From Mars, Women Are From Venus&quot;. It's interesting to learn about our differences! I'll tweet and share you some quotes ",positive
726483,wants to rest.. pero may meeting kami..  http://plurk.com/p/12le8e,negative
1573918,Beddy bye time  Sweet dreams lovely tweets!,positive
1495029,@MelodyLeaLamb LOL Big Hugs back atcha!! Always a pleasure ,positive
546526,Getting up this early every morning is no fun. I already miss college  Happy to be a working girl though!,negative
1135815,I'm not at war with the loveofmylife @RadioRakeem anymore! Yay! Gettin wavy tonight ,positive
284300,"..cannot believe I have to spend part of this day moving furniture, yuk ",negative
753550,ughi dont want to practice today ,negative
734487,When Tom coming on?I wanna talk to a friend and Sadie and Stacey are busy! ,negative
264779,Bed reallyreallyreally early. Holy fuck. Going to bed really soon. Leaving tomorrow.  &lt;3,negative
599476,"is with @armelia waiting for the car to cengkareng airport,ga dateng2 dr jam 4  http://plurk.com/p/11v4tv",negative
648317,@sallytheshizzle http://twitpic.com/7sjye - that sun was horrible  it was literally like a fireball of red.,negative
774847,"Has to work on Sunday  in Oklahoma City, OK",negative
1518252,Almost finish a rather strange short story about a robotic sheep with a taste for motorcycles  I've enjoyed writing it. It's a bit odd.,positive
667651,saw a dead fawn on the fwy ,negative
896484,Why do you put me in such a good mood? ,positive
592838,is waning this headache of mine to go away soon! ,negative
714716,"Stupid vending machine @ work won't take my dollar, and its not even that wrinkled ",negative
1341729,having my hair straightened and puffed!  xx,positive
1222697,@teenagelust I am a glistening emerald of envy ,positive
986145,"@DanWarp I read the fun facts about &quot;iReunite with Missy&quot;  I'm so excied! I love Sam/Freddie relationship, even my family and friends!",positive
819026,@chellegrad09 i like the new look ,positive
429590,@el_koze I'll have you know I'm a nice freakshit. ,negative
1549595,@girlwithnoname lol Everyone was on FB until twitter came ,positive
877589,Watching sweeny todd ,positive
820891,standing in line at walmart   ,positive
347851,@dannywood ur my favorite NK &amp; ur never on ,negative
1257595,@photog357 yes they do  #hhrs #tcot #hcb,positive
209057,"@jordanknight IM trying so hard 2 win Vip tics 2 June T-dot show,meet/greet,watch u rehearse 4 a bit..maybe if I wish on a star tonight! ",negative
144748,@Brokencitysky essay writing ,negative
1430738,"@lamairaperon come baby,come  I want to know the news you said you're gonna tell me :X",positive
1123840,Thanks to all those that came out to Cupcake Tour! For those who didn't we'll see you next time. I'm thinking @Sugarbabys ,positive
649034,is almost done with the 2nd harry potter book but can't find my copy of the 3rd ,negative
1489528,@katyperry OMG I love that film. Makes me cry everytime  x,positive
1577565,"&quot;If our customer support traffic is any indication, Django is very popular with professional App Engine developers.&quot; pythonEE ",positive
947870,@wendybear1 those are the best times! ,positive
25181,@coColesy twitter is hard  lol,negative
1045072,testing firefox 3.5 beta 4 to try out the http://www.youtube.com/html5 html5 video ,positive
1200751,"@billionaire5 I think in lesser mammals, jalapenos and Mucinex would probably produce tragic results. ",positive
561330,"just woke up from naptime, headache' still there ",negative
234111,my nail got stuck every time i 'genjreng' the guitar. huu. ,negative
494334,@AriaaJaeger What's up w/ your pup Pokemon...got bits and pieces...doesn't sound good? ,negative
135983,"Cabal doesn't allow conditional blocks containing an exe, that means it isn't remotely suitable for building test cases ",negative
1454555,PRINCESS IS ON RADIO WOO! ,positive
810875,"I have had a great day so far, nice walk with Tink ,Hannah, Connor and gonna bake some brownies now ",positive
989282,"@tiffanythurston I wave as you go by, have fun..I heard the weather was pretty brutal there, though ",positive
560629,"Goin 2 daycare 4 another 9 hours. Cant wait til friday, GNO! Misses him really bad. ",negative
887661,"Enjoying the warmth of the sunshine, sweet aroma of flowers blooming and the sounds of birds going tweet, tweet, tweet. I Love Spring! ",positive
830133,I'm deciding to either get a bath or just watch the scrubs marathon on comedy central.  Gotta be scrubs.  The bath can wait ,positive
957697,"@Scar68 Thing is, the Bobbysocks song is the only Eurovision song I've ever bought. I put it down to being 13 and hormones ",positive
334463,"@prateekgupta yes. i called mom to make up last night n it only got worse  also, little worried about work.",negative
903745,"Wow, it's so early. Just had the best conversation. ",positive
409412,"@Jonasbrothers before the storm is gonna be a disaster  sorry guys, i love you so much, but that's my opinion, she ruins the song",negative
155586,my eyes are puffy  but it's all a step forward.,negative
1260341,Whoa funny stuff!  damn the gurl is determine to find out who the gurl is thats talking to him.,positive
1469394,@tt_ashley Stop! I'm too excited! ,positive
1573388,@retro_melon Yes! The naked kitties!  I will so totally do that. I'm so happy for you guys! omg &lt;333,positive
521886,"downtown SB, coffee, sun, no surf ",negative
296715,@jowyang You did say you don't sleep much. It could happen. ;-) Thanks again for your talk at #140tc last week! Missed meeting you. ,negative
667459,A huuuuge storm is coming ,negative
1291259,@cityandcolour88 its funny cause you would really say that aloud. ,positive
612840,is depressed by the 10 days of rain forecasted for Boston ,negative
777384,@R_Calkins at least I know why I'm with you...  ,negative
930,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",negative
408248,well vbs is over now.  so bummed. but God really used this week to reveal some things to me.,negative
1018346,will we have another blackout through the night? rain and wind have eased for the moment - still more to come so I'm told. ,positive
289203,I feel really down ,negative
604061,@emjc happens to me every day... ,negative
698278,Continued headache. FML. ,negative
1374377,we'll see what happens  Goodnight Twitter! ,positive
800475,"When you just want things to end, remember to have faith because one day, it's all going to be alright ",positive
985949,"Happy 21st Birthday, @TheDavidBlaise.  Hope you have an awesome day. Be blessed.",positive
882703,"@Toxophilist Eileen Eunson char could have 3rd cousins somewhere in Borsetshire; could phone @timbentinck ,if R. Orkney could afford him  ",positive
1107082,"@koshadillz Got ya! I'll be in touch in a lil bit. And since you'll be in the studio, you should record some drops for us!!! ",positive
436064,@BisForBecca Cba though ,negative
1462075,"@digitalforge it was a local academy's concert, no super stars but very very nice music! I'll post photos asap ",positive
422206,Forget the mall i think im sick.  uhg i need to buy jeans and a dress. Fucking water boil already,negative
1160012,/ im eating pizza that was left in the oven for WAY too long / im kinda drinking but not really / goodnight all ,positive
1361612,@Winsorandnewt Have a good rest! ,positive
674273,Just came home from Sublime's Graduation! t was very pretty...got me wondering I only have one year left to spend with my friends ,negative
359635,@ashley_nicolexx yea i spoke to dom she left me a comment on myspace  i cant believe she is doing this to us,negative
1162533,"@StephenMulhern hey,are you on facebook?if so add me plz coz u rock  im amy diane walker,with a picture of ant n dec,am easy to find  xx",positive
684976,Drinkin coffee and gettin ready for work  Missin my bed already,negative
1276926,"(@bambii612) Yall im so horny, its rediculous. Ima sleep it off tho. Goodnight ",positive
588260,@katiegb_78 Dont know. He said we'll prob not hear anything knew until Sept when the judges have to get on the road again... ,negative
1064449,@rozoonthego on my ryder I want 2 cans of minute maid cran apple and resses cups ,positive
426859,"I had the BEST dream this night, I was soo happy, then I got sad when I woke up and realized that it was just a dream  .",negative
1059317,@N3ph4lim thanks for Follow Friday mention ,positive
832031,"http://soundcloud.com/gelboy      my friend wrote it, i love it  pleaseeee listen!",positive
667514,"Liberty is suffering today with a fever, a swollen face, &amp; a cough. She's starting stronger antibiotics today, poor girl! ",negative
1120922,@owlcity my life is average. ,positive
63842,@josephchristian haha after my nap! I got about 2 hours of sleep ,negative
1461843,FINALLY the Beeb get a word with Rob Smedley.  Hopefully Martin hasn't jinxed Felipe now... #F1,positive
183704,wants the Arctic sea ice news &amp; analysis satellite back up and operational ,negative
624625,watching neds declassified school survival guide reminds me off when i as in 7th grade ,negative
936299,@JustineDevine Beauty is Pain my girl - embrace it ,positive
359802,@TVFanUK People are saying i'm IN the BB house ,negative
828921,"@mikestrevens Thanks Mike  It's official folks, after an, ahem, extensive survey, Red Roaster St James's St has best coffee in @Brighton",positive
1537308,This is too cute... I heart our Pres  // Barack Obama writes excuse note for 4th Grader http://bit.ly/yNeF6  #THERUNDOWN,positive
814499,Having a Jonas party at @meghan01's crib. ,positive
563227,got rained on ,negative
629861,@mileycyrus i know i am too! i'm in boring old Pennsylvania! ,negative
1585418,@christmas_T oh yes! And so far (haven't weighed in everyone yet) mr marcom is the heaviest ,positive
1385740,@bradiewebbstack awww i love you more ,positive
200062,Chemistry time. ,negative
1300707,"@jeremypauli ouch, need any help getting @heatherbieber's knife outta your back? ",positive
1151537,@sharonal5 Haha... thx... after almost 26yrs I think I'm first in the queue for that one ,positive
594185,@Ddirty :  well get some sleep.,negative
1196894,my room looks so cute  snuggle time meowww,positive
1215169,Phone back and running well  watching Pirates of the Caribbean with @SaraGovea and Morfoula ,positive
1222327,"@vivmcw hmm, why not skip the overpreparation altogether? ",positive
986136,"@John_Southern Hey Twiend       xox (Yes i robbed ashlie's kisses, that makes me an inbread :s so have u, ur inbread too) LY x",positive
119646,Ready to leave blackpool ,negative
1205167,@MissWhoeverUR no way! how exciting! ,positive
306308,waiting on the train  very very cold.,negative
1361936,@ChadJordan Im a Drake lova  ... I think he gonna live up to the hype.,positive
1092547,"@jackiebeehm consider reading Twitter Power by Joel Comm. I just started it, but it has the wheels moving ",positive
402157,@MichaelWojtas I know. I'll tell you what happened later.shes so sad.  is it the project with all the articles? poor guy. :|,negative
54654,"@AndrewGoldstein dude, where did you disappear to?  I forgot to give you somethinggg.",negative
1381256,@xoticbeauty awwwww thx hun!! ,positive
1120247,@sthrnfairytale Are you one of those??? ,positive
563768,There went my sun ,negative
1354026,I finally made it to the Grand Canyon.  http://twitpic.com/6osqf,positive
1073434,"@ilikedogsbook good point...........I guess it does sound a bit unusual, (marking on post-it note for future use ",positive
1204644,"Wow, fell in love with Sly Cooper and Ratchet. Well, I know what I'm buying on PS3 now ",positive
1461223,@Toltecjohn We studied Seamus Heaney before! He's an amazing poet! ,positive
1153082,@SongzYuuup are you still planning on performing at hot jam in hartford? cause i swear ill refund my ticket if you arent ,positive
773573,Nats seats are perfection. Weather perfect. Beer pricey--$7.50 for bud light ,negative
1073142,@FINALLEVEL  i love ur acting!! ,positive
409961,my foot is sore ,negative
47648,Can't zzzzz night owl ,negative
998069,"@shaunmartin yup, got it. ",positive
1585161,@IlanBr no worries. Dude... Good things always comes out from working hard. And I ain't complaining. ,positive
931036,@JonathanRKnight It's OK. U didn't say anything wrong. We love u for ur honesty. I've always admired ur straightforward attitude w/us ,positive
729901,is starting to get a cold ,negative
455175,"@websoup Why no closed-captioning?    Watching, hearing AND reading something funny can make it triple-funny... #websoup",negative
584241,@spacemodulator yeah--maybe someone was protesting my House floor tweets.  ,negative
1186045,@Vain_Fame A Mess. ,positive
593202,@bgarnettlaw I'm still afraid to upgrade the 2G ,negative
887579,Eatin. Mk hungry   (like a cop car),positive
7884,So tired. No money for lunch ,negative
1260256,@AshleyDeVyne I alway think of That 70's Show.  Hope to be headed there this week if I can find a doggie sitter on short notice.,positive
57808,yuck doing revision. Yes dad I AM doning it. i dont see what the point is as im going to die of swine flu anyway. Oh well back to physics ,negative
650979,@SuperBadVixen sure was.... U didn't even say hello ,negative
529088,@mamalovespapa your family has bad luck with getting sick  hope everyone starts feeling better !,negative
7605,Busy day... going to the Doctor now... ,negative
201965,Suddenly want to watch 'Grease' :} Or something like that...suggestions? This is my last late night. ,negative
